Components1,Components2,Components3,Components4
0.0,0.0,1.4240931954948685e-12,2.1900137960430064e-05
0.0,1.0814532637259495e-11,1.3613446891135354e-12,0.0
0.0,2.0975845108825827e-11,1.2570277900060366e-12,0.0
0.0,6.624417812952938e-11,8.551130658834319e-13,0.0
6.489112181641139e-06,0.0,1.128018970076901e-12,0.0
1.1011314084604118e-05,0.0,0.0,0.0
1.0088993707044883e-05,0.0,0.0,0.0
1.0861189120223554e-05,0.0,1.1062041197486232e-13,0.0
4.367655196336686e-06,0.0,1.1920979846832248e-12,0.0
0.0,8.896772687056899e-11,5.812308322743219e-13,0.0
0.0,0.0,1.4871391539941803e-12,0.0
0.0,0.0,1.4749544732931054e-12,0.0
0.0,0.0,1.4917243445940172e-12,0.0
0.0,0.0,1.476735933979355e-12,0.0
0.0,6.397841243547402e-11,8.664484953961537e-13,0.0
0.0,0.0,1.50438184362106e-12,0.0
0.0,0.0,1.4840821520000521e-12,0.0
0.0,0.0,1.4777929290123332e-12,0.0
0.0,0.0,1.4685930093674145e-12,0.0
1.3558937072406888e-06,3.3001011398591516e-11,1.1084349991301505e-12,0.0
7.75205964780406e-06,4.6757958389199005e-11,0.0,0.0
5.00500392850722e-07,6.569487175448207e-11,8.618891801998225e-13,0.0
2.1602958139158677e-07,5.7928883328119177e-11,9.54424977199078e-13,0.0
0.0,0.0,1.4958584864834312e-12,0.0
0.0,0.0,1.46425018490387e-12,0.0
2.9944256690226747e-07,2.4806849776054433e-11,1.2147369126249145e-12,0.0
0.0,0.0,1.47138683845448e-12,0.0
0.0,7.268910867697742e-11,7.980155162888615e-13,0.0
0.0,2.1344999854732782e-11,1.2691566370306736e-12,0.0
6.136284397809702e-07,9.135094972100588e-11,6.061332020109418e-13,0.0
0.0,1.5767629570201616e-11,1.2907175241628805e-12,0.0
0.0,0.0,1.466852438963241e-12,0.0
0.0,0.0,1.501373413126335e-12,0.0
0.0,0.0,1.5106011148285024e-12,0.0
0.0,0.0,1.459335274779578e-12,0.0
0.0,1.1025351272678762e-11,1.3603484471499889e-12,0.0
0.0,2.0784918986974275e-11,1.259781243963189e-12,0.0
0.0,0.0,1.4767090764589632e-12,0.0
0.0,4.335696611468491e-11,1.0603707993107187e-12,0.0
0.0,0.0,1.4874227841492498e-12,0.0
0.0,0.0,1.4379248202439342e-12,0.0
0.0,0.0,1.475131405235982e-12,0.0
0.0,0.0,1.4875565103400543e-12,0.0
0.0,6.372540600349668e-12,1.394652944554978e-12,0.0
0.0,0.0,1.4607297097478245e-12,0.0
0.0,0.0,1.5032243978449504e-12,0.0
0.0,0.0,1.4901645203486059e-12,0.0
5.474765540195777e-08,3.526161846949503e-11,1.1605513197769584e-12,0.0
0.0,0.0,1.4601130686356094e-12,0.0
0.0,8.81310702991279e-11,5.964553797101861e-13,0.0
0.0,0.0,1.4294539195055184e-12,0.0
0.0,0.0,1.4783924282470205e-12,0.0
0.0,6.142093736130693e-11,8.912008426517791e-13,0.0
0.0,1.5966288463590746e-10,0.0,5.198970360976461e-05
0.0,8.039112126226864e-11,6.480004336821311e-13,0.0
0.0,5.1774838990071203e-11,9.192045766069463e-13,0.0
0.0,0.0,1.4338003494867342e-12,0.0
0.0,0.0,1.4284834411540467e-12,0.0
0.0,0.0,1.4646088053447327e-12,0.0
0.0,3.147123111090141e-11,1.1309957677839699e-12,0.0
0.0,4.8801169117347175e-11,1.0060748006064536e-12,0.0
0.0,0.0,1.4662799950528485e-12,0.0
0.0,1.0596033363091538e-10,4.4227238096859224e-13,0.0
0.0,8.276369213129725e-12,1.3597691489394736e-12,0.0
0.0,0.0,2.3841594778407557e-13,0.0015520323242545608
2.0791640658345107e-06,0.0,0.0,0.0009594529252624312
0.0,0.0,1.3454202291573549e-12,0.0
0.0,0.0,1.4660249843106041e-12,0.0
4.544513878184051e-06,4.491665686771872e-11,0.0,0.0007100294621356393
0.0,0.0,1.4645489103810866e-12,0.0
0.0,0.0,1.5010562313400388e-12,0.0
0.0,1.4413698314183023e-10,6.047357260955314e-14,0.0
5.812377428886027e-06,3.457469503779141e-11,0.0,0.0007842539373869123
0.0,0.0,1.4510555086345405e-12,0.0
0.0,0.0,1.470216869593181e-12,0.0
0.0,0.0,1.489442496306293e-12,0.0
0.0,0.0,1.4645772267260963e-12,0.0
0.0,0.0,1.4416172955917184e-12,0.0
0.0,1.795654750038564e-11,1.2672314869947896e-12,2.819144259299183e-06
3.0207812952106746e-07,1.492045737929257e-11,1.3545532242042425e-12,0.0
1.8719377372754412e-06,9.459571876640464e-11,0.0,0.0006224390053501819
0.0,0.0,1.4801664083005303e-12,0.0
0.0,8.001266532603587e-11,6.667121991653272e-13,0.0
9.525781019918858e-07,0.0,1.4258517245370872e-12,0.0
0.0,0.0,1.4760652364874686e-12,0.0
0.0,0.0,1.4946296300183027e-12,0.0
0.0,0.0,1.5013542209228099e-12,0.0
3.941354589540408e-07,5.7212049611272536e-11,9.285081403814342e-13,0.0
0.0,0.0,1.4528883926595459e-12,0.0
0.0,0.0,1.4590057201341555e-12,0.0
0.0,0.0,1.4805524943770865e-12,0.0
1.526102391682622e-06,3.4257762550285205e-11,1.0970656692118002e-12,0.0
8.067705080216186e-07,7.488026197166441e-11,7.649636232050066e-13,0.0
0.0,0.0,1.4859696709829852e-12,0.0
9.063212194765874e-07,1.2067216862100766e-11,1.310382737799887e-12,0.0
0.0,0.0,1.5012922874844922e-12,0.0
2.0970537179205397e-06,3.467986305112533e-11,1.058931199184002e-12,0.0
1.2205470519566395e-07,0.0,1.497853208685259e-12,0.0
1.0988776823290923e-06,0.0,1.4662129980805813e-12,0.0
3.445348931629211e-06,4.278763916414317e-11,9.045745624828735e-13,0.0
0.0,3.8397543460023296e-11,1.0774059745954213e-12,0.0
0.0,3.604602221017903e-11,1.1061644427023107e-12,0.0
4.5854822696828165e-07,1.2973489765415827e-10,1.446333515024459e-13,0.0001726636866954969
2.611113208716396e-06,1.465187260226076e-10,0.0,0.00018380567333544124
2.472273551381872e-08,1.0968557839015464e-10,0.0,0.0005563591145026632
0.0,8.45712091375838e-11,6.569106717724434e-13,0.0
2.132656519851877e-07,8.766266538216493e-12,1.3695423501093417e-12,0.0
0.0,4.8842376227788627e-11,9.551998970190983e-13,0.0
0.0,7.996810197533435e-11,6.81622611940886e-13,0.0
0.0,5.534293086328176e-11,8.975252121315946e-13,0.0
0.0,0.0,1.491430007045311e-12,0.0
0.0,2.932268906095644e-11,1.1756896872054494e-12,0.0
0.0,6.319488226513836e-11,8.420408689466199e-13,0.0
0.0,0.0,1.4537914412785263e-12,0.0
0.0,8.777696964818602e-13,1.4193830149221721e-12,3.315778813473221e-05
0.0,0.0,1.44270237086903e-12,0.0
0.0,1.2013039406617617e-10,2.594136617657797e-13,0.0
0.0,3.6084901058431866e-12,1.3844279032872751e-12,0.0
0.0,0.0,1.4221318660907767e-12,0.0
0.0,2.893562533817152e-11,1.1596526763456392e-12,0.0
0.0,1.722546517137654e-11,1.2728946743893619e-12,0.0
0.0,0.0,1.3780838267866654e-12,2.991794324473853e-05
0.0,0.0,1.487288477040197e-12,0.0
0.0,0.0,1.4146301370958446e-12,2.3247061541652497e-05
0.0,4.887742913519297e-12,1.4428938833066206e-12,0.0
5.298937566036633e-07,3.7571334082092073e-11,1.0656709073940598e-12,0.0
2.2034814718749486e-07,8.716625156380285e-11,6.451949884640124e-13,0.0
0.0,0.0,1.4769447038215365e-12,0.0
0.0,0.0,1.4377931562495463e-12,0.0
0.0,1.93773893513213e-11,1.2779745177902027e-12,0.0
0.0,0.0,1.475105201899237e-12,0.0
0.0,4.1967661716319126e-11,1.0013811920528534e-12,0.0
0.0,0.0,1.4892033460137896e-12,0.0
0.0,0.0,1.494534700106782e-12,0.0
0.0,0.0,1.4619925971459658e-12,3.3077629918059108e-06
0.0,2.3696155521431752e-11,1.236751694901681e-12,0.0
0.0,0.0,1.4703993622194e-12,0.0
0.0,0.0,1.5161495138973345e-12,0.0
0.0,0.0,1.4694445967954052e-12,0.0
0.0,0.0,1.4879998946570313e-12,0.0
0.0,0.0,1.469901324692383e-12,0.0
0.0,2.515077785259938e-11,1.217611953732615e-12,0.0
0.0,0.0,1.4743534126583205e-12,0.0
9.009107805728223e-07,0.0,1.4523935822564907e-12,0.0
0.0,0.0,1.4793525714714806e-12,0.0
0.0,1.4731454570969463e-11,1.304916754451898e-12,0.0
1.4380320821618809e-06,1.6372661770429763e-10,0.0,0.00010366847100032579
0.0,0.0,1.4756695453301654e-12,0.0
0.0,0.0,1.4528406556395028e-12,0.0
0.0,5.6164078412709907e-11,9.512940987278037e-13,0.0
0.0,1.1831552117625306e-10,0.0,0.0004013618382199008
0.0,1.1831552117625306e-10,0.0,0.0004013618382199008
6.472429671278391e-07,1.3390184279803337e-10,0.0,0.00019593330911184733
6.472429671278391e-07,1.3390184279803337e-10,0.0,0.00019593330911184733
0.0,1.191948115922532e-10,0.0,0.000493763657199202
0.0,1.191948115922532e-10,0.0,0.000493763657199202
0.0,1.2724643441147574e-10,1.4783353089663957e-13,0.00014560535379125452
0.0,6.905170203392622e-11,7.205913195498684e-13,0.0
0.0,1.6342888167012886e-10,0.0,0.0
0.0,1.6256140572623775e-10,0.0,0.0
0.0,1.1990881393443862e-10,3.020200219201173e-13,0.0
2.335422072876462e-07,0.0,1.4785545657974879e-12,0.0
0.0,1.4389627604008213e-10,1.5298626620039762e-13,0.0
0.0,0.0,1.494887833303857e-12,0.0
0.0,0.0,1.483502450455211e-12,0.0
8.871933050222459e-07,9.974004165078784e-11,4.841889158995761e-13,0.0
0.0,0.0,1.470882844631315e-12,0.0
0.0,2.3324198497193275e-12,1.4510748930893093e-12,0.0
3.9724644898829984e-08,0.0,1.47445894580341e-12,2.329901136223309e-06
4.54357933276287e-06,1.276842757721404e-10,0.0,0.0
1.9737277208293177e-06,5.42575334350362e-11,8.368700008080074e-13,0.0
0.0,0.0,1.4890414710960653e-12,0.0
1.2423373546648035e-06,2.9267043718674063e-11,1.1115422285599422e-12,0.0
0.0,0.0,1.4850385462597482e-12,0.0
9.804534456652537e-06,3.3958636336699906e-11,0.0,0.0
0.0,0.0,1.4838360721394255e-12,0.0
3.798787589105245e-06,1.7368901981380835e-12,1.225264995552295e-12,0.0
0.0,0.0,1.481730395446778e-12,0.0
0.0,0.0,1.5166420010284279e-12,0.0
0.0,0.0,1.4923408962117878e-12,0.0
2.407921914065904e-07,1.1573734560814158e-10,3.5923347831057877e-13,0.0
0.0,4.5250745081316316e-11,9.989387899738162e-13,0.0
0.0,0.0,1.4832316632870802e-12,0.0
0.0,2.2592487000498632e-11,1.196392176026535e-12,0.0
0.0,0.0,1.4675519252803309e-12,0.0
0.0,0.0,1.4997534092679524e-12,0.0
0.0,3.350463869626184e-11,1.1386438261155032e-12,0.0
0.0,4.271858127327097e-11,9.225804310446627e-13,9.548739724437482e-05
0.0,6.305236406695939e-11,8.2588821374852e-13,0.0
3.1079522120651885e-06,1.3432721172615061e-11,1.110795322014827e-12,0.0
1.0244086623148728e-05,0.0,0.0,0.0
3.1355253948833964e-07,0.0,1.435058757221824e-12,2.6284539722064304e-05
0.0,0.0,1.552507530515698e-12,0.0
1.2243080476672955e-06,1.9793774590869873e-11,1.1966410684954316e-12,0.0
0.0,0.0,1.468117744532587e-12,0.0
0.0,6.35285142660282e-11,8.470977411246795e-13,0.0
0.0,9.781797284830988e-12,1.3654896387199679e-12,0.0
0.0,0.0,1.4600807208319772e-12,0.0
0.0,9.549576547678029e-11,5.699491672088834e-13,0.0
0.0,9.95832540392869e-11,5.58866327958228e-13,0.0
0.0,1.63358752343048e-11,1.2786264922021639e-12,0.0
4.2782267899616475e-07,0.0,1.3708372314101023e-12,4.695303129179048e-05
0.0,3.213710348868199e-11,1.1494868648993729e-12,0.0
0.0,0.0,1.4709427163317552e-12,0.0
0.0,4.308411855810002e-11,1.0270512208876022e-12,0.0
0.0,1.0305737972112759e-11,1.3456541719607205e-12,0.0
0.0,0.0,1.4434480517481103e-12,0.0
0.0,1.0216743193849766e-10,4.303651445971015e-13,0.0
0.0,0.0,1.4225571129751293e-12,8.700834623253171e-06
0.0,1.9007681907493998e-11,1.2717381762036061e-12,0.0
0.0,5.572610076247364e-11,7.241603798224263e-13,0.00022162043906865715
0.0,0.0,1.4569294957199085e-12,0.0
0.0,7.858407462280245e-12,1.3661342687650534e-12,0.0
9.736208512709104e-07,0.0,1.4214070225234847e-12,0.0
2.0818358998382585e-06,9.741116164000265e-11,3.9566170439317544e-13,0.0
1.805898928417958e-06,6.04233029764009e-11,0.0,0.0008372852904678907
0.0,0.0,1.4674286946158402e-12,0.0
3.798807260640096e-07,0.0,1.44672012779507e-12,0.0
1.8281209128649902e-07,6.594704797292072e-11,8.266336043892143e-13,0.0
0.0,4.828263863810266e-14,5.522887018793087e-13,0.0008138439974071858
0.0,0.0,1.4521475976292223e-12,0.0
1.5289850531758728e-06,4.219235918106975e-11,9.963674430485485e-13,0.0
0.0,0.0,1.4706283379020247e-12,0.0
0.0,0.0,1.4504042605024152e-12,0.0
0.0,0.0,1.4567926120319317e-12,0.0
2.422293236115118e-07,3.4172870824988434e-11,1.1373030648054309e-12,0.0
0.0,4.4592494716189366e-11,1.0309495445799109e-12,0.0
1.0266140099505442e-05,2.079409973672277e-11,0.0,0.0
1.0207736711443756e-05,3.021260105901042e-11,0.0,0.0
1.0366171449372413e-05,1.6280431564187973e-11,0.0,0.0
8.48168727993294e-06,7.576805251574046e-11,0.0,0.0
0.0,7.943602683656978e-11,7.08204149625334e-13,0.0
3.607600201380411e-06,0.0,1.1868065650589183e-12,0.0
2.2447354959361823e-06,2.7044990190002533e-11,1.0598720609829511e-12,0.0
2.259899352119343e-06,0.0,1.3207811682427101e-12,0.0
1.6108681346473804e-06,3.834314582355468e-11,9.828024096627984e-13,0.0
1.2748686827953777e-06,1.1992197710146106e-11,1.2619478807219705e-12,0.0
4.2060799134865557e-07,2.270534002562689e-11,1.258936961313045e-12,0.0
8.760897638417888e-08,2.3738654866783243e-11,1.2111862099286166e-12,0.0
6.445643052942764e-06,1.6484687271829252e-11,9.198236899054252e-13,0.0
5.721021240471204e-06,0.0,1.1132484968967466e-12,0.0
1.3677075367800643e-06,7.658523621521025e-11,6.614730140289739e-13,0.0
2.889405711402195e-07,1.212319870606548e-11,1.3205724379281058e-12,0.0
2.5592693627064777e-07,8.542957540362919e-11,6.476288285614774e-13,0.0
0.0,1.1504734904394506e-11,1.3254102328637171e-12,1.8804942049750106e-05
0.0,0.0,1.4743795017401737e-12,0.0
0.0,0.0,1.4702518708817767e-12,0.0
0.0,0.0,1.4573090158338154e-12,0.0
0.0,3.07886499699041e-11,1.174239887928274e-12,0.0
0.0,0.0,1.4619818451564949e-12,0.0
0.0,2.7200322625934173e-11,1.149281001616886e-12,0.0
0.0,0.0,1.4648088552768208e-12,0.0
0.0,1.1880511859904864e-11,1.3412107811831144e-12,0.0
5.419442493069323e-06,6.892256399289372e-11,4.3754626588138066e-13,0.0
0.0,0.0,1.4764716131060659e-12,0.0
0.0,0.0,1.451409588723175e-12,0.0
0.0,0.0,1.4371256913276374e-12,0.0
0.0,0.0,1.4919499132526444e-12,0.0
1.7031952614138359e-06,2.866898027500115e-14,1.362735915832601e-12,0.0
4.076608109018962e-07,0.0,1.4429084524697091e-12,0.0
1.261362790864545e-06,2.171769344565146e-11,1.1836795885611278e-12,0.0
0.0,0.0,1.4710506790307696e-12,0.0
0.0,0.0,1.4283758122632699e-12,4.967509250295055e-06
0.0,0.0,1.448791355728002e-12,0.0
5.170267292000728e-07,3.046914728481456e-11,1.1279192092154464e-12,0.0
6.244079519423663e-07,1.0570408891696307e-10,5.221935210451242e-13,0.0
0.0,0.0,1.466263351304129e-12,0.0
3.131721621508266e-07,1.901797444887892e-11,1.25911463092386e-12,0.0
0.0,0.0,1.443420496686234e-12,0.0
0.0,4.174715831390476e-12,1.4195042911820643e-12,0.0
0.0,0.0,1.481346774451342e-12,0.0
0.0,0.0,1.4846821190119023e-12,0.0
0.0,0.0,1.4612370965600645e-12,0.0
0.0,0.0,1.419871209419155e-12,4.469090038088729e-05
0.0,0.0,1.5072854233974021e-12,0.0
1.3605303278336705e-06,6.739511070313113e-11,2.9932234612653026e-13,0.0005371431811939021
0.0,0.0,1.45178650842001e-12,0.0
0.0,0.0,1.4885494838615339e-12,0.0
0.0,0.0,1.4413303437111198e-12,0.0
0.0,0.0,1.455883830085614e-12,0.0
0.0,0.0,1.464913288971665e-12,0.0
0.0,1.9575530181577777e-11,1.2350152077067967e-12,1.4925784941336716e-06
0.0,0.0,1.4476112852403385e-12,0.0
0.0,0.0,1.444766915839956e-12,0.0
8.095816645886392e-07,0.0,1.4105516015449294e-12,0.0
0.0,0.0,1.4649593395997795e-12,0.0
0.0,0.0,1.4816996986626605e-12,0.0
0.0,4.084651886622454e-11,1.0813711269615818e-12,0.0
0.0,0.0,1.4366728556352669e-12,0.0
